repo,pr_number,num_files,additions,deletions,duration_hours,description_length,num_comments,num_reviews,num_participants
fffaraz/awesome-cpp,1582,1,2,0,20.09111111111111,15,0,0,1
fffaraz/awesome-cpp,1580,1,2,0,36.98861111111111,0,0,1,2
fffaraz/awesome-cpp,1575,1,1,1,2.818888888888889,368,0,0,1
fffaraz/awesome-cpp,1571,1,2,2,14.863333333333333,122,0,1,1
fffaraz/awesome-cpp,1565,1,1,0,5.526111111111111,0,0,0,1
fffaraz/awesome-cpp,1562,1,1,1,7.328888888888889,61,0,0,1
fffaraz/awesome-cpp,1561,1,4,4,1.751111111111111,0,0,0,1
fffaraz/awesome-cpp,1560,1,1,0,2.8444444444444446,0,0,0,1
fffaraz/awesome-cpp,1557,1,1,0,18.59722222222222,0,0,0,1
fffaraz/awesome-cpp,1556,1,1,0,25.729166666666668,0,0,0,1
fffaraz/awesome-cpp,1554,1,2,0,33.94638888888889,457,0,0,1
fffaraz/awesome-cpp,1553,1,1,0,3.862222222222222,0,0,0,1
fffaraz/awesome-cpp,1551,1,1,0,32.76111111111111,0,0,0,1
fffaraz/awesome-cpp,1547,1,1,1,3.443888888888889,0,0,0,1
fffaraz/awesome-cpp,1546,1,1,1,14.071944444444444,91,0,0,1
fffaraz/awesome-cpp,1544,1,1,1,1.623888888888889,11,0,0,1
fffaraz/awesome-cpp,1541,1,1,0,36.358333333333334,129,0,0,1
fffaraz/awesome-cpp,1540,1,1,0,7.6241666666666665,0,0,0,1
fffaraz/awesome-cpp,1539,1,1,0,44.285555555555554,458,0,0,1
fffaraz/awesome-cpp,1538,1,3,0,5.106111111111111,105,0,0,1
fffaraz/awesome-cpp,1533,1,1,1,30.659166666666668,12,0,0,1
fffaraz/awesome-cpp,1530,1,1,0,6.319166666666667,208,0,0,1
fffaraz/awesome-cpp,1529,1,0,1,100.12777777777778,8,0,0,1
fffaraz/awesome-cpp,1527,1,1,0,143.1625,147,0,0,1
fffaraz/awesome-cpp,1525,1,1,0,12.881388888888889,35,0,0,1
fffaraz/awesome-cpp,1524,1,1,0,80.5411111111111,71,0,0,1
fffaraz/awesome-cpp,1520,1,1,0,55.17305555555556,0,0,0,1
fffaraz/awesome-cpp,1518,1,1,0,1.0138888888888888,0,0,0,1
fffaraz/awesome-cpp,1516,1,1,0,5.581111111111111,0,0,0,1
fffaraz/awesome-cpp,1515,1,1,0,23.93638888888889,31,0,0,1
fffaraz/awesome-cpp,1512,1,1,0,41.20111111111111,129,0,0,1
fffaraz/awesome-cpp,1507,1,1,0,110.53611111111111,1437,0,0,1
fffaraz/awesome-cpp,1501,1,6,5,14.252222222222223,0,0,1,2
fffaraz/awesome-cpp,1492,1,1,0,12.939444444444444,0,0,0,1
