repo,pr_number,num_files,additions,deletions,duration_hours,description_length,num_comments,num_reviews,num_participants
doocs/advanced-java,309,1,38,4,88.43416666666667,99,0,0,1
doocs/advanced-java,308,0,0,0,1.6552777777777778,0,0,0,1
doocs/advanced-java,305,1,7,7,54.925,4366,0,1,2
doocs/advanced-java,304,1,6,6,4.033888888888889,3009,0,1,2
doocs/advanced-java,291,3,115,116,13.403333333333334,32,0,0,1
doocs/advanced-java,270,1,1,0,7.865833333333334,0,0,0,1
doocs/advanced-java,260,1,1,1,2.9516666666666667,83,0,1,2
doocs/advanced-java,241,2,2,0,4.485555555555556,13,0,0,1
doocs/advanced-java,232,2,9,0,1.106111111111111,75,0,1,2
doocs/advanced-java,227,10,70,17,697.0022222222223,0,0,0,1
doocs/advanced-java,223,3,45,0,18.32611111111111,12,0,1,2
doocs/advanced-java,222,1,46,0,2.952777777777778,0,0,0,1
doocs/advanced-java,208,1,2,2,28.695,0,0,0,1
doocs/advanced-java,203,10,88,0,91.77027777777778,33,0,0,1
doocs/advanced-java,194,1,34,0,19.206944444444446,125,0,0,1
doocs/advanced-java,193,1,2,2,22.05,0,0,0,1
doocs/advanced-java,171,2,40,7,4.177222222222222,16,0,1,2
doocs/advanced-java,166,7,96,0,11.581388888888888,28,0,1,2
doocs/advanced-java,163,2,9,9,6.5125,52,0,1,2
doocs/advanced-java,152,17,120,0,20.29,72,0,2,3
doocs/advanced-java,146,1,1,1,12.14638888888889,0,0,1,2
doocs/advanced-java,144,0,0,0,2.7952777777777778,0,0,0,1
doocs/advanced-java,124,1,0,0,1.1366666666666667,533,0,0,1
doocs/advanced-java,121,1,5,2,10.618333333333334,37,0,1,2
doocs/advanced-java,120,3,644,3,87.56111111111112,60,0,1,2
doocs/advanced-java,118,1,102,0,42.20333333333333,23,0,2,2
doocs/advanced-java,116,1,204,0,72.77027777777778,8,0,1,2
doocs/advanced-java,113,1,13,13,1.9166666666666667,56,0,1,2
doocs/advanced-java,106,0,0,0,4.377777777777778,15,0,0,1
doocs/advanced-java,103,2,81,0,12.647222222222222,14,0,1,2
doocs/advanced-java,87,1,1,1,12.973888888888888,15,0,0,1
doocs/advanced-java,84,1,24,0,95.82055555555556,1017,0,0,1
doocs/advanced-java,83,1,30,0,26.2225,1015,0,0,1
doocs/advanced-java,78,1,21,0,664.5877777777778,0,0,1,2
doocs/advanced-java,59,1,1,0,255.23722222222221,36,0,0,1
doocs/advanced-java,23,1,9,1,12.534444444444444,40,0,0,1
doocs/advanced-java,11,4,0,0,2.6069444444444443,855,0,0,1
