repo,pr_number,duration_hours,description_length,num_comments,num_participants
ytdl-org/youtube-dl,31833,933.2155555555555,1700,0,1
ytdl-org/youtube-dl,31826,4.6594444444444445,1813,0,1
ytdl-org/youtube-dl,31804,0.006111111111111111,1813,0,1
ytdl-org/youtube-dl,31791,9332.453333333333,1725,0,1
ytdl-org/youtube-dl,31763,69.92,1876,0,1
ytdl-org/youtube-dl,31759,1.256388888888889,1445,0,1
ytdl-org/youtube-dl,31716,117.41333333333333,0,0,1
ytdl-org/youtube-dl,31690,10.030555555555555,1813,0,1
ytdl-org/youtube-dl,31675,7.362777777777778,3154,0,1
ytdl-org/youtube-dl,31623,8.79138888888889,1813,0,1
ytdl-org/youtube-dl,31568,151.70777777777778,2093,0,1
ytdl-org/youtube-dl,31560,65.88,1829,0,1
ytdl-org/youtube-dl,31517,107.04138888888889,1614,0,1
ytdl-org/youtube-dl,31516,110.73305555555555,1611,0,1
ytdl-org/youtube-dl,31515,112.0838888888889,1617,0,1
ytdl-org/youtube-dl,31500,320.65166666666664,2130,0,1
ytdl-org/youtube-dl,31499,0.0016666666666666668,217,0,1
ytdl-org/youtube-dl,31498,0.02388888888888889,694,0,1
ytdl-org/youtube-dl,31497,333.2013888888889,295,0,1
ytdl-org/youtube-dl,31493,203.51666666666668,1897,0,1
ytdl-org/youtube-dl,31489,239.26194444444445,1813,0,1
ytdl-org/youtube-dl,31473,0.004166666666666667,1813,0,1
ytdl-org/youtube-dl,31457,85.12333333333333,1813,0,1
ytdl-org/youtube-dl,31453,660.3594444444444,1476,0,1
ytdl-org/youtube-dl,31434,1023.7688888888889,3279,0,1
ytdl-org/youtube-dl,31431,2.4058333333333333,10160,0,1
ytdl-org/youtube-dl,31421,7868.656111111111,1690,0,1
ytdl-org/youtube-dl,31414,1263.6716666666666,1737,0,1
ytdl-org/youtube-dl,31411,2908.1222222222223,2574,0,1
ytdl-org/youtube-dl,31409,1310.0766666666666,1981,0,1
ytdl-org/youtube-dl,31398,1447.5983333333334,1694,0,1
