repo,pr_number,duration_hours,description_length,num_comments,num_participants
ytdl-org/youtube-dl,32957,8.566666666666666,148,0,1
ytdl-org/youtube-dl,32950,0.016666666666666666,1813,0,1
ytdl-org/youtube-dl,32940,25.796666666666667,2191,0,1
ytdl-org/youtube-dl,32923,0.005555555555555556,0,0,1
ytdl-org/youtube-dl,32895,49.41361111111111,1019,0,1
ytdl-org/youtube-dl,32891,2.334722222222222,1614,0,1
ytdl-org/youtube-dl,32845,5.9463888888888885,2150,0,1
ytdl-org/youtube-dl,32843,8.093055555555555,3990,0,1
ytdl-org/youtube-dl,32841,1.5722222222222222,2059,0,1
ytdl-org/youtube-dl,32837,57.51444444444444,1707,0,1
ytdl-org/youtube-dl,32830,0.34833333333333333,2247,0,1
ytdl-org/youtube-dl,32820,16.010555555555555,2370,0,1
ytdl-org/youtube-dl,32812,35.1125,0,0,1
ytdl-org/youtube-dl,32810,0.17305555555555555,1813,0,1
ytdl-org/youtube-dl,32809,7.1113888888888885,1813,0,1
ytdl-org/youtube-dl,32802,227.9438888888889,3206,0,1
ytdl-org/youtube-dl,32799,37.198055555555555,2629,0,1
ytdl-org/youtube-dl,32789,2603.4997222222223,1793,0,1
ytdl-org/youtube-dl,32785,0.3402777777777778,95,0,1
ytdl-org/youtube-dl,32769,1827.0297222222223,1813,0,1
ytdl-org/youtube-dl,32762,53.84222222222222,2045,0,1
ytdl-org/youtube-dl,32752,1.5058333333333334,1199,0,1
ytdl-org/youtube-dl,32751,2464.3419444444444,1754,0,1
ytdl-org/youtube-dl,32745,3532.1669444444447,2822,0,1
ytdl-org/youtube-dl,32742,21.411944444444444,2003,0,1
ytdl-org/youtube-dl,32741,396.7011111111111,3273,0,1
ytdl-org/youtube-dl,32740,1018.8175,2733,0,1
ytdl-org/youtube-dl,32738,0.04472222222222222,2003,0,1
ytdl-org/youtube-dl,32726,6.380277777777778,1813,0,1
ytdl-org/youtube-dl,32725,384.60777777777776,2541,0,1
ytdl-org/youtube-dl,32710,138.01305555555555,2468,0,1
ytdl-org/youtube-dl,32695,154.7813888888889,2195,0,1
ytdl-org/youtube-dl,32691,0.5955555555555555,1813,0,1
ytdl-org/youtube-dl,32683,468.1363888888889,1813,0,1
ytdl-org/youtube-dl,32682,476.2730555555556,1813,0,1
ytdl-org/youtube-dl,32649,8.72,2177,0,1
ytdl-org/youtube-dl,32648,8.013333333333334,111,0,1
ytdl-org/youtube-dl,32638,153.66972222222222,2513,0,1
ytdl-org/youtube-dl,32634,503.8611111111111,1597,0,1
ytdl-org/youtube-dl,32628,710.2113888888889,1577,0,1
ytdl-org/youtube-dl,32617,0.02666666666666667,31,0,1
ytdl-org/youtube-dl,32612,1073.4925,2070,0,1
ytdl-org/youtube-dl,32594,0.06555555555555556,1813,0,1
ytdl-org/youtube-dl,32592,1258.5744444444445,1813,0,1
ytdl-org/youtube-dl,32565,0.0375,1813,0,1
ytdl-org/youtube-dl,32560,0.005555555555555556,209,0,1
ytdl-org/youtube-dl,32559,1999.5855555555556,1672,0,1
ytdl-org/youtube-dl,32557,6521.233611111111,1711,0,1
ytdl-org/youtube-dl,32514,4544.776111111111,1659,0,1
ytdl-org/youtube-dl,32490,5.035555555555556,2152,0,1
ytdl-org/youtube-dl,32481,25.865833333333335,3020,0,1
ytdl-org/youtube-dl,32476,0.4013888888888889,2791,0,1
ytdl-org/youtube-dl,32452,5285.828888888889,1605,0,1
ytdl-org/youtube-dl,32445,6.395,3244,0,1
ytdl-org/youtube-dl,32435,119.59583333333333,1813,0,1
ytdl-org/youtube-dl,32328,680.9527777777778,1813,0,1
ytdl-org/youtube-dl,32213,8939.883333333333,1853,0,1
ytdl-org/youtube-dl,32138,1855.0502777777779,3454,0,1
ytdl-org/youtube-dl,32109,2.2219444444444445,1648,0,1
ytdl-org/youtube-dl,32089,30.9775,1813,0,1
ytdl-org/youtube-dl,32060,3.0930555555555554,1813,0,1
ytdl-org/youtube-dl,32032,8.508333333333333,2582,0,1
ytdl-org/youtube-dl,32023,7905.679166666667,1809,0,1
ytdl-org/youtube-dl,31981,7219.8741666666665,1265,0,1
ytdl-org/youtube-dl,31967,0.0925,1813,0,1
ytdl-org/youtube-dl,31953,192.95833333333334,64,0,1
ytdl-org/youtube-dl,31952,8495.48138888889,1813,0,1
ytdl-org/youtube-dl,31916,1657.315,1259,0,1
ytdl-org/youtube-dl,31894,94.975,2106,0,1
